N bc_time wc_time
6150 0.000003 0.028583
6160 0.000003 0.028722
6170 0.000003 0.028772
6180 0.000003 0.028884
6190 0.000003 0.028979
6200 0.000002 0.028900
6210 0.000003 0.029131
6220 0.000003 0.029355
6230 0.000003 0.029464
6240 0.000003 0.029484
6250 0.000003 0.029521
6260 0.000003 0.029597
6270 0.000003 0.029722
6280 0.000003 0.029733
6290 0.000004 0.029885
6300 0.000003 0.029883
6310 0.000003 0.030028
6320 0.000003 0.030140
6330 0.000003 0.030261
6340 0.000003 0.030305
6350 0.000003 0.030454
6360 0.000003 0.030466
6370 0.000003 0.030692
6380 0.000003 0.030711
6390 0.000003 0.030824
6400 0.000003 0.030913
6410 0.000003 0.031035
6420 0.000004 0.031181
6430 0.000003 0.031127
6440 0.000003 0.031293
6450 0.000003 0.031404
6460 0.000003 0.031450
6470 0.000003 0.031665
6480 0.000003 0.031691
6490 0.000004 0.031792
6500 0.000003 0.031856
6510 0.000003 0.032052
6520 0.000003 0.032114
6530 0.000004 0.032149
6540 0.000003 0.032365
6550 0.000003 0.032450
6560 0.000003 0.032547
6570 0.000003 0.032678
6580 0.000003 0.032665
6590 0.000003 0.032776
6600 0.000003 0.032821
6610 0.000004 0.032940
6620 0.000003 0.033041
6630 0.000003 0.033163
6640 0.000003 0.033279
6650 0.000003 0.033369
6660 0.000003 0.033539
6670 0.000003 0.033606
6680 0.000003 0.033671
6690 0.000003 0.034012
6700 0.000003 0.033935
6710 0.000004 0.034006
6720 0.000003 0.034148
6730 0.000004 0.034247
6740 0.000003 0.034345
6750 0.000003 0.034361
6760 0.000004 0.034498
6770 0.000004 0.034526
6780 0.000003 0.034659
6790 0.000004 0.034795
6800 0.000003 0.034925
6810 0.000003 0.035036
6820 0.000003 0.035111
6830 0.000003 0.035260
6840 0.000003 0.035378
6850 0.000003 0.035455
6860 0.000003 0.035623
6870 0.000004 0.035729
6880 0.000003 0.035809
6890 0.000003 0.035840
6900 0.000003 0.035948
6910 0.000004 0.036177
6920 0.000003 0.036112
6930 0.000003 0.036302
6940 0.000004 0.036403
6950 0.000003 0.036514
6960 0.000004 0.036562
6970 0.000003 0.036722
6980 0.000003 0.036782
6990 0.000004 0.037049
7000 0.000004 0.037097
7010 0.000003 0.037205
7020 0.000003 0.037421
7030 0.000003 0.037575
7040 0.000003 0.037489
7050 0.000004 0.037633
7060 0.000003 0.037796
7070 0.000003 0.037966
7080 0.000003 0.037898
7090 0.000004 0.037946
7100 0.000003 0.038116
7110 0.000003 0.038254
7120 0.000003 0.038358
7130 0.000004 0.038453
7140 0.000003 0.038581
7150 0.000008 0.038585
7160 0.000004 0.038814
7170 0.000004 0.038894
7180 0.000004 0.038978
7190 0.000004 0.039079
7200 0.000003 0.039159
7210 0.000003 0.039338
7220 0.000003 0.039323
7230 0.000004 0.039392
7240 0.000003 0.039525
7250 0.000004 0.039691
7260 0.000004 0.039745
7270 0.000003 0.039899
7280 0.000003 0.040033
7290 0.000003 0.040120
7300 0.000003 0.040182
7310 0.000004 0.040329
7320 0.000004 0.040472
7330 0.000004 0.040557
7340 0.000003 0.040683
7350 0.000003 0.040797
7360 0.000004 0.040880
7370 0.000004 0.041031
7380 0.000004 0.041147
7390 0.000004 0.041257
7400 0.000003 0.041363
7410 0.000003 0.041480
7420 0.000003 0.041534
7430 0.000004 0.041755
7440 0.000004 0.041786
7450 0.000004 0.041970
7460 0.000006 0.042027
7470 0.000003 0.042240
7480 0.000004 0.042225
7490 0.000004 0.042329
7500 0.000003 0.042397
7510 0.000003 0.042530
7520 0.000004 0.042611
7530 0.000003 0.042782
7540 0.000003 0.042872
7550 0.000004 0.042982
7560 0.000003 0.043089
7570 0.000003 0.043259
7580 0.000003 0.043358
7590 0.000004 0.043443
7600 0.000003 0.043545
7610 0.000004 0.043667
7620 0.000003 0.043898
7630 0.000004 0.043952
7640 0.000004 0.044011
7650 0.000004 0.044110
7660 0.000004 0.044483
7670 0.000004 0.044736
7680 0.000004 0.044498
7690 0.000004 0.044669
7700 0.000004 0.044730
7710 0.000003 0.044909
7720 0.000003 0.045000
7730 0.000006 0.045091
7740 0.000004 0.045201
7750 0.000004 0.045386
7760 0.000004 0.045442
7770 0.000003 0.045534
7780 0.000004 0.045658
7790 0.000003 0.045786
7800 0.000004 0.045929
7810 0.000004 0.046052
7820 0.000004 0.046178
7830 0.000004 0.046332
7840 0.000003 0.046447
7850 0.000004 0.046502
7860 0.000004 0.046623
7870 0.000004 0.046726
7880 0.000003 0.046820
7890 0.000004 0.046968
7900 0.000004 0.047059
7910 0.000004 0.047191
7920 0.000004 0.047306
7930 0.000004 0.047462
7940 0.000004 0.047544
7950 0.000004 0.047673
7960 0.000004 0.047792
7970 0.000005 0.047935
7980 0.000004 0.048053
7990 0.000004 0.048176
8000 0.000004 0.048299
8010 0.000004 0.048454
8020 0.000004 0.048523
8030 0.000004 0.048653
8040 0.000004 0.048786
8050 0.000004 0.048909
8060 0.000003 0.049085
8070 0.000003 0.049129
8080 0.000004 0.049271
8090 0.000004 0.049422
8100 0.000004 0.049493
8110 0.000004 0.050374
8120 0.000004 0.051692
8130 0.000004 0.049961
8140 0.000004 0.050045
8150 0.000004 0.050132
8160 0.000004 0.050271
8170 0.000004 0.050415
8180 0.000004 0.050498
8190 0.000004 0.050659
8200 0.000004 0.050734
8210 0.000003 0.050934
8220 0.000004 0.050988
8230 0.000004 0.051137
8240 0.000004 0.051197
8250 0.000003 0.051305
8260 0.000004 0.051404
8270 0.000004 0.051594
8280 0.000004 0.051648
8290 0.000004 0.051781
8300 0.000004 0.051919
8310 0.000004 0.052087
8320 0.000008 0.052146
8330 0.000004 0.052308
8340 0.000004 0.052416
8350 0.000004 0.052557
8360 0.000004 0.052664
8370 0.000004 0.052841
8380 0.000004 0.052906
8390 0.000004 0.053142
8400 0.000004 0.053256
8410 0.000004 0.053324
8420 0.000004 0.053496
8430 0.000004 0.053575
8440 0.000004 0.053711
8450 0.000004 0.053836
8460 0.000004 0.054008
8470 0.000004 0.054074
8480 0.000004 0.054293
8490 0.000004 0.054360
8500 0.000004 0.054510
8510 0.000004 0.054673
8520 0.000004 0.054807
8530 0.000004 0.054885
8540 0.000004 0.055133
8550 0.000004 0.055279
8560 0.000005 0.055386
8570 0.000004 0.055568
8580 0.000004 0.055759
8590 0.000005 0.055791
8600 0.000004 0.055875
8610 0.000005 0.055889
8620 0.000004 0.056088
8630 0.000004 0.056239
8640 0.000005 0.056274
8650 0.000004 0.056479
8660 0.000004 0.056559
8670 0.000004 0.056683
8680 0.000004 0.056865
8690 0.000004 0.056936
8700 0.000004 0.057078
