N  Time  average_ob  max_ob  min_ob 
1524 0.0000001798 762.5000000000 1524 1 
1525 0.0000001797 763.0000000000 1525 1 
1526 0.0000001822 763.5000000000 1526 1 
1527 0.0000001801 764.0000000000 1527 1 
1528 0.0000001800 764.5000000000 1528 1 
1529 0.0000001805 765.0000000000 1529 1 
1530 0.0000001824 765.5000000000 1530 1 
1531 0.0000001881 766.0000000000 1531 1 
1532 0.0000001899 766.5000000000 1532 1 
1533 0.0000001840 767.0000000000 1533 1 
1534 0.0000001858 767.5000000000 1534 1 
1535 0.0000001863 768.0000000000 1535 1 
1536 0.0000001927 768.5000000000 1536 1 
1537 0.0000001841 769.0000000000 1537 1 
1538 0.0000001808 769.5000000000 1538 1 
1539 0.0000001819 770.0000000000 1539 1 
1540 0.0000001838 770.5000000000 1540 1 
1541 0.0000001817 771.0000000000 1541 1 
1542 0.0000001822 771.5000000000 1542 1 
1543 0.0000001815 772.0000000000 1543 1 
1544 0.0000001852 772.5000000000 1544 1 
1545 0.0000001819 773.0000000000 1545 1 
1546 0.0000001824 773.5000000000 1546 1 
1547 0.0000001849 774.0000000000 1547 1 
1548 0.0000001822 774.5000000000 1548 1 
1549 0.0000001840 775.0000000000 1549 1 
1550 0.0000001974 775.5000000000 1550 1 
1551 0.0000001831 776.0000000000 1551 1 
1552 0.0000001830 776.5000000000 1552 1 
1553 0.0000001829 777.0000000000 1553 1 
1554 0.0000001879 777.5000000000 1554 1 
1555 0.0000001859 778.0000000000 1555 1 
1556 0.0000001832 778.5000000000 1556 1 
1557 0.0000001863 779.0000000000 1557 1 
1558 0.0000001836 779.5000000000 1558 1 
1559 0.0000001835 780.0000000000 1559 1 
1560 0.0000001840 780.5000000000 1560 1 
1561 0.0000001947 781.0000000000 1561 1 
1562 0.0000001837 781.5000000000 1562 1 
1563 0.0000001843 782.0000000000 1563 1 
1564 0.0000001925 782.5000000000 1564 1 
1565 0.0000001847 783.0000000000 1565 1 
1566 0.0000001839 783.5000000000 1566 1 
1567 0.0000001895 784.0000000000 1567 1 
1568 0.0000001958 784.5000000000 1568 1 
1569 0.0000001874 785.0000000000 1569 1 
1570 0.0000001847 785.5000000000 1570 1 
1571 0.0000001878 786.0000000000 1571 1 
1572 0.0000001851 786.5000000000 1572 1 
1573 0.0000001856 787.0000000000 1573 1 
1574 0.0000001874 787.5000000000 1574 1 
1575 0.0000001860 788.0000000000 1575 1 
1576 0.0000001973 788.5000000000 1576 1 
1577 0.0000001877 789.0000000000 1577 1 
1578 0.0000001863 789.5000000000 1578 1 
1579 0.0000001856 790.0000000000 1579 1 
1580 0.0000001886 790.5000000000 1580 1 
1581 0.0000001866 791.0000000000 1581 1 
1582 0.0000001865 791.5000000000 1582 1 
1583 0.0000001864 792.0000000000 1583 1 
1584 0.0000001894 792.5000000000 1584 1 
1585 0.0000002000 793.0000000000 1585 1 
1586 0.0000001866 793.5000000000 1586 1 
1587 0.0000001890 794.0000000000 1587 1 
1588 0.0000001902 794.5000000000 1588 1 
1589 0.0000001869 795.0000000000 1589 1 
1590 0.0000001893 795.5000000000 1590 1 
1591 0.0000001873 796.0000000000 1591 1 
1592 0.0000001878 796.5000000000 1592 1 
1593 0.0000001902 797.0000000000 1593 1 
1594 0.0000001876 797.5000000000 1594 1 
1595 0.0000001875 798.0000000000 1595 1 
1596 0.0000001873 798.5000000000 1596 1 
1597 0.0000001904 799.0000000000 1597 1 
1598 0.0000001877 799.5000000000 1598 1 
1599 0.0000001882 800.0000000000 1599 1 
1600 0.0000001912 800.5000000000 1600 1 
1601 0.0000001880 801.0000000000 1601 1 
1602 0.0000001910 801.5000000000 1602 1 
